"","date","county","state","fips","cases","deaths"
"451","2020-04-18","Falls Church city","Virginia",51610,2,0
"452","2020-04-18","Fredericksburg city","Virginia",51630,15,0
"453","2020-04-18","King George","Virginia",51099,18,0
"454","2020-04-18","Loudoun","Virginia",51107,413,5
"455","2020-04-18","Manassas Park city","Virginia",51685,21,0
"456","2020-04-18","Manassas city","Virginia",51683,82,0
"457","2020-04-18","Prince William","Virginia",51153,700,1
"458","2020-04-18","Rappahannock","Virginia",51157,1,0
"459","2020-04-18","Spotsylvania","Virginia",51177,72,0
"460","2020-04-18","Stafford","Virginia",51179,143,1
"461","2020-04-18","Warren","Virginia",51187,24,0
"462","2020-04-19","Alexandria city","Virginia",51510,383,6
"463","2020-04-19","Arlington","Virginia",51013,575,20
"464","2020-04-19","Clarke","Virginia",51043,6,0
"465","2020-04-19","Culpeper","Virginia",51047,43,0
"466","2020-04-19","Fairfax","Virginia",51059,1809,37
"467","2020-04-19","Fairfax city","Virginia",51600,11,0
"468","2020-04-19","Falls Church city","Virginia",51610,2,0
"469","2020-04-19","Fredericksburg city","Virginia",51630,17,0
"470","2020-04-19","King George","Virginia",51099,18,0
"471","2020-04-19","Loudoun","Virginia",51107,425,7
"472","2020-04-19","Manassas Park city","Virginia",51685,25,0
"473","2020-04-19","Manassas city","Virginia",51683,93,0
"474","2020-04-19","Prince William","Virginia",51153,742,1
"475","2020-04-19","Rappahannock","Virginia",51157,1,0
"476","2020-04-19","Spotsylvania","Virginia",51177,74,0
"477","2020-04-19","Stafford","Virginia",51179,152,1
"478","2020-04-19","Warren","Virginia",51187,24,0
"479","2020-04-20","Alexandria city","Virginia",51510,421,6
"480","2020-04-20","Arlington","Virginia",51013,593,20
"481","2020-04-20","Clarke","Virginia",51043,6,0
"482","2020-04-20","Culpeper","Virginia",51047,51,0
"483","2020-04-20","Fairfax","Virginia",51059,1925,59
"484","2020-04-20","Fairfax city","Virginia",51600,21,0
"485","2020-04-20","Falls Church city","Virginia",51610,24,0
"486","2020-04-20","Fredericksburg city","Virginia",51630,17,0
"487","2020-04-20","King George","Virginia",51099,18,0
"488","2020-04-20","Loudoun","Virginia",51107,446,7
"489","2020-04-20","Manassas Park city","Virginia",51685,30,0
"490","2020-04-20","Manassas city","Virginia",51683,96,0
"491","2020-04-20","Prince William","Virginia",51153,793,1
"492","2020-04-20","Rappahannock","Virginia",51157,1,0
"493","2020-04-20","Spotsylvania","Virginia",51177,77,0
"494","2020-04-20","Stafford","Virginia",51179,161,1
